No,year,month,day,hour,season,PM_Jingan,PM_US Post,PM_Xuhui,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
25189,2014,11,12,6,3,195,176,197,11,87.66,1021,13,NW,45,0,0
25190,2014,11,12,7,3,196,190,201,11,87.66,1021,13,NW,48,0,0
25191,2014,11,12,8,3,216,206,209,11,82.14,1022,14,NW,51,0,0
25192,2014,11,12,9,3,234,209,223,11,77.01,1023,15,NW,56,0,0
25193,2014,11,12,10,3,239,204,232,11,72.23,1022,16,NW,61,0,0
25194,2014,11,12,11,3,231,189,208,10,63.41,1022,17,NW,66,0,0
25195,2014,11,12,12,3,196,147,202,9,55.67,1022,18,NE,5,0,0
25196,2014,11,12,13,3,157,126,175,9,55.67,1021,18,NE,10,0,0
25197,2014,11,12,14,3,120,96,138,7,48.59,1021,18,NW,5,0,0
25198,2014,11,12,15,3,,81,104,5,45.07,1021,17,NE,5,0,0
25199,2014,11,12,16,3,77,69,93,4,44.78,1022,16,NE,10,0,0
25200,2014,11,12,17,3,76,69,79,3,47.46,1023,14,NE,13,0,0
25201,2014,11,12,18,3,79,62,74,1,38.56,1023,15,NW,5,0,0
25202,2014,11,12,19,3,47,30,64,2,41.43,1024,15,NW,9,0,0
25203,2014,11,12,20,3,20,21,24,4,50.92,1025,14,NE,5,0,0
25204,2014,11,12,21,3,19,28,18,4,58.03,1025,12,NE,9,0,0
25205,2014,11,12,22,3,21,32,21,4,54.35,1025,13,NE,12,0,0
25206,2014,11,12,23,3,21,24,22,5,62.24,1025,12,NE,15,0,0
25207,2014,11,13,0,3,22,26,,5,66.49,1026,11,NE,19,0,0
25208,2014,11,13,1,3,21,23,24,5,66.49,1026,11,NE,22,0,0
25209,2014,11,13,2,3,24,32,23,4,58.03,1026,12,NE,25,0,0
25210,2014,11,13,3,3,30,34,30,4,62,1026,11,NW,3,0,0
25211,2014,11,13,4,3,33,38,32,4,62,1026,11,NW,7,0,0
25212,2014,11,13,5,3,37,43,35,3,57.77,1027,11,NW,11,0,0
25213,2014,11,13,6,3,39,46,42,2,57.51,1027,10,NW,14,0,0
25214,2014,11,13,7,3,43,44,31,2,57.51,1028,10,NW,17,0,0
25215,2014,11,13,8,3,41,38,28,3,54.08,1028,12,NE,3,0,0
25216,2014,11,13,9,3,31,33,31,2,47.17,1028,13,NE,8,0,0
25217,2014,11,13,10,3,23,28,26,0,40.84,1028,13,NE,12,0,0
25218,2014,11,13,11,3,25,25,27,-1,35.57,1028,14,NW,5,0,0
25219,2014,11,13,12,3,28,32,27,-2,30.98,1027,15,NW,9,0,0
25220,2014,11,13,13,3,29,25,25,-3,28.77,1026,15,NE,4,0,0
25221,2014,11,13,14,3,32,31,30,-4,26.69,1026,15,NW,3,0,0
25222,2014,11,13,15,3,29,38,25,-5,26.4,1026,14,NW,7,0,0
25223,2014,11,13,16,3,31,38,32,-4,28.47,1026,14,NW,10,0,0
25224,2014,11,13,17,3,33,43,36,-4,32.45,1026,12,NW,13,0,0
25225,2014,11,13,18,3,40,44,33,-3,34.97,1027,12,NE,2,0,0
25226,2014,11,13,19,3,41,40,41,-2,40.23,1027,11,NE,4,0,0
25227,2014,11,13,20,3,43,44,42,-2,37.66,1027,12,NE,6,0,0
25228,2014,11,13,21,3,32,32,40,-2,37.66,1027,12,NE,8,0,0
25229,2014,11,13,22,3,23,31,28,1,50.08,1027,11,NE,9,0,0
25230,2014,11,13,23,3,21,29,20,2,57.51,1027,10,cv,1,0,0
25231,2014,11,14,0,3,,28,20,2,57.51,1026,10,cv,2,0,0
25232,2014,11,14,1,3,21,28,23,2,57.51,1026,10,cv,2,0,0
25233,2014,11,14,2,3,22,31,23,4,75.84,1026,8,SW,1,0,0
25234,2014,11,14,3,3,26,31,26,4,75.84,1026,8,SW,2,0,0
25235,2014,11,14,4,3,24,32,26,5,81.34,1026,8,cv,0,0,0
25236,2014,11,14,5,3,23,35,28,4,81.2,1026,7,cv,0,0,0
25237,2014,11,14,6,3,31,35,33,3,75.67,1027,7,NE,1,0,0
25238,2014,11,14,7,3,36,38,33,4,75.84,1027,8,cv,0,0,0
25239,2014,11,14,8,3,43,49,41,4,58.03,1028,12,cv,0,0,0
25240,2014,11,14,9,3,,53,53,1,38.56,1028,15,cv,1,0,0
25241,2014,11,14,10,3,52,56,56,-2,30.98,1028,15,NE,2,0,0
25242,2014,11,14,11,3,59,52,57,-3,25.32,1028,17,cv,1,0,0
25243,2014,11,14,12,3,59,53,57,-4,25.04,1027,16,SE,2,0,0
25244,2014,11,14,13,3,60,61,60,-5,21.79,1026,17,SW,2,0,0
25245,2014,11,14,14,3,64,62,61,-3,25.32,1026,17,NW,2,0,0
25246,2014,11,14,15,3,64,61,64,-4,23.5,1026,17,NE,2,0,0
25247,2014,11,14,16,3,62,57,59,-2,29.06,1026,16,NE,6,0,0
25248,2014,11,14,17,3,58,52,54,-3,28.77,1027,15,NE,9,0,0
25249,2014,11,14,18,3,57,51,54,0,38.26,1027,14,SE,4,0,0
25250,2014,11,14,19,3,50,56,55,1,43.9,1028,13,SE,8,0,0
25251,2014,11,14,20,3,50,56,54,2,47.17,1028,13,SE,11,0,0
25252,2014,11,14,21,3,51,64,56,2,47.17,1028,13,SE,14,0,0
25253,2014,11,14,22,3,52,58,64,2,50.36,1028,12,SE,16,0,0
25254,2014,11,14,23,3,51,55,65,2,50.36,1028,12,SE,18,0,0
25255,2014,11,15,0,3,46,49,,2,50.36,1028,12,NE,2,0,0
25256,2014,11,15,1,3,44,55,58,3,54.08,1028,12,SE,2,0,0
25257,2014,11,15,2,3,47,53,54,3,54.08,1028,12,NE,2,0,0
25258,2014,11,15,3,3,43,47,52,3,66.05,1028,9,SW,1,0,0
25259,2014,11,15,4,3,49,52,51,3,66.05,1028,9,NE,1,0,0
25260,2014,11,15,5,3,53,53,49,4,70.88,1028,9,NE,3,0,0
25261,2014,11,15,6,3,50,51,40,5,76.01,1029,9,cv,0,0,0
25262,2014,11,15,7,3,50,48,46,5,81.34,1029,8,SW,1,0,0
25263,2014,11,15,8,3,43,37,45,7,66.93,1029,13,cv,1,0,0
25264,2014,11,15,9,3,32,33,41,6,51.48,1029,16,NE,4,0,0
25265,2014,11,15,10,3,26,26,26,5,45.07,1029,17,NE,9,0,0
25266,2014,11,15,11,3,23,29,26,6,48.31,1028,17,SE,5,0,0
25267,2014,11,15,12,3,33,25,23,6,45.36,1027,18,SE,10,0,0
25268,2014,11,15,13,3,27,29,24,6,48.31,1026,17,SE,15,0,0
25269,2014,11,15,14,3,23,22,22,6,48.31,1025,17,SE,19,0,0
25270,2014,11,15,15,3,25,33,22,7,51.75,1025,17,SE,23,0,0
25271,2014,11,15,16,3,27,35,29,7,55.15,1025,16,SE,27,0,0
25272,2014,11,15,17,3,24,33,29,7,55.15,1025,16,SE,31,0,0
25273,2014,11,15,18,3,21,38,34,8,59.04,1025,16,NE,4,0,0
25274,2014,11,15,19,3,24,29,33,8,59.04,1026,16,NE,8,0,0
25275,2014,11,15,20,3,26,25,26,8,59.04,1027,16,NE,11,0,0
25276,2014,11,15,21,3,20,33,24,8,59.04,1027,16,SE,3,0,0
25277,2014,11,15,22,3,26,32,28,10,72.04,1027,15,SE,8,0.4,0.4
25278,2014,11,15,23,3,32,41,33,11,82.14,1027,14,NE,3,0.5,0.9
25279,2014,11,16,0,3,,41,37,11,87.66,1026,13,NE,5,0.5,1.4
25280,2014,11,16,1,3,36,46,41,12,93.65,1026,13,NE,8,1.4,2.8
25281,2014,11,16,2,3,42,46,44,12,93.65,1026,13,NE,10,1.4,4.2
25282,2014,11,16,3,3,43,44,46,12,93.65,1025,13,NE,11,0.8,5
25283,2014,11,16,4,3,45,52,50,12,93.65,1025,13,NE,13,0.1,5.1
25284,2014,11,16,5,3,50,50,53,12,93.65,1024,13,NE,15,0,0
25285,2014,11,16,6,3,55,58,52,12,93.65,1025,13,NE,17,0,0
25286,2014,11,16,7,3,58,63,59,12,93.65,1025,13,NE,18,0,0
25287,2014,11,16,8,3,60,60,61,12,93.65,1026,13,NE,20,0,0
25288,2014,11,16,9,3,61,63,63,12,87.75,1026,14,NE,22,0,0
25289,2014,11,16,10,3,73,81,71,12,87.75,1026,14,NW,4,0,0
25290,2014,11,16,11,3,81,70,79,12,87.75,1026,14,NE,2,0,0
25291,2014,11,16,12,3,75,67,62,12,82.27,1025,15,NW,4,,
25292,2014,11,16,13,3,69,65,65,11,77.01,1024,15,NE,5,0,0
25293,2014,11,16,14,3,56,53,52,11,72.23,1024,16,NE,9,0,0
25294,2014,11,16,15,3,57,66,46,11,72.23,1024,16,NE,14,0,0
25295,2014,11,16,16,3,71,77,60,11,77.01,1024,15,NE,19,0,0
25296,2014,11,16,17,3,82,85,74,11,82.14,1024,14,NE,23,0,0
25297,2014,11,16,18,3,89,88,84,11,82.14,1025,14,NE,26,0,0
25298,2014,11,16,19,3,99,95,100,11,82.14,1026,14,NE,29,0,0
25299,2014,11,16,20,3,98,99,114,11,82.14,1026,14,NE,32,0,0
25300,2014,11,16,21,3,106,113,107,11,82.14,1026,14,NE,34,0,0
25301,2014,11,16,22,3,115,124,113,11,82.14,1026,14,NE,36,0,0
25302,2014,11,16,23,3,124,122,126,11,87.66,1026,13,NW,3,0,0
25303,2014,11,17,0,3,116,102,,11,87.66,1026,13,NW,6,0,0
25304,2014,11,17,1,3,110,104,113,10,87.57,1026,12,NW,9,0,0
25305,2014,11,17,2,3,120,124,123,10,87.57,1026,12,NW,12,0,0
25306,2014,11,17,3,3,133,136,133,9,87.47,1026,11,NW,16,0,0
25307,2014,11,17,4,3,142,153,134,8,87.38,1026,10,NW,20,0,0
25308,2014,11,17,5,3,172,193,174,6,76.18,1027,10,NE,5,0,0
25309,2014,11,17,6,3,202,203,199,6,76.18,1027,10,NE,9,0,0
25310,2014,11,17,7,3,198,180,198,5,71.07,1028,10,NE,12,0,0
25311,2014,11,17,8,3,198,200,182,4,62,1028,11,NE,17,0,0
25312,2014,11,17,9,3,216,202,213,6,66.71,1029,12,NE,22,0,0
25313,2014,11,17,10,3,199,141,192,6,58.54,1029,14,NE,27,0,0
25314,2014,11,17,11,3,132,115,,5,51.2,1029,15,NE,33,0,0
25315,2014,11,17,12,3,112,104,101,5,51.2,1029,15,NW,5,,
25316,2014,11,17,13,3,103,94,95,4,47.74,1028,15,NE,7,0,0
25317,2014,11,17,14,3,91,83,92,3,44.49,1028,15,NE,14,0,0
25318,2014,11,17,15,3,72,69,75,3,47.46,1028,14,NE,21,0,0
25319,2014,11,17,16,3,70,83,70,3,47.46,1028,14,NE,27,0,0
25320,2014,11,17,17,3,78,94,77,3,54.08,1029,12,NE,33,0,0
25321,2014,11,17,18,3,88,92,82,3,57.77,1029,11,NE,38,0,0
25322,2014,11,17,19,3,82,88,82,3,57.77,1030,11,NE,42,0,0
25323,2014,11,17,20,3,76,80,76,3,61.76,1030,10,NE,46,0,0
25324,2014,11,17,21,3,73,84,72,3,61.76,1030,10,NE,49,0,0
25325,2014,11,17,22,3,68,70,71,3,61.76,1030,10,NW,3,0,0
25326,2014,11,17,23,3,63,61,63,4,66.27,1030,10,NE,3,0,0
25327,2014,11,18,0,3,,59,58,4,66.27,1030,10,NW,4,0,0
25328,2014,11,18,1,3,59,52,54,4,70.88,1030,9,NW,8,0,0
25329,2014,11,18,2,3,56,56,52,4,70.88,1030,9,NW,11,0,0
25330,2014,11,18,3,3,49,49,53,4,70.88,1030,9,NW,14,0,0
25331,2014,11,18,4,3,49,55,49,4,75.84,1030,8,NW,17,0,0
25332,2014,11,18,5,3,57,56,51,3,70.67,1030,8,NW,20,0,0
25333,2014,11,18,6,3,58,59,54,3,75.67,1030,7,NW,23,0,0
25334,2014,11,18,7,3,63,70,59,4,75.84,1031,8,NW,26,0,0
25335,2014,11,18,8,3,69,71,64,4,66.27,1031,10,NW,30,0,0
25336,2014,11,18,9,3,76,78,71,5,58.29,1031,13,NE,5,0,0
25337,2014,11,18,10,3,81,66,73,4,50.92,1031,14,NE,8,0,0
25338,2014,11,18,11,3,66,53,64,4,47.74,1031,15,NE,13,0,0
25339,2014,11,18,12,3,55,60,52,3,41.73,1030,16,NE,17,0,0
25340,2014,11,18,13,3,63,,58,3,41.73,1029,16,NE,21,0,0
25341,2014,11,18,14,3,68,48,62,4,47.74,1029,15,NE,26,0,0
25342,2014,11,18,15,3,65,67,66,3,44.49,1029,15,NE,30,0,0
25343,2014,11,18,16,3,68,73,65,3,44.49,1029,15,NE,34,0,0
25344,2014,11,18,17,3,67,66,69,4,50.92,1029,14,NE,38,0,0
25345,2014,11,18,18,3,62,68,64,4,54.35,1029,13,NE,42,0,0
25346,2014,11,18,19,3,64,65,69,5,58.29,1030,13,NE,46,0,0
25347,2014,11,18,20,3,62,60,66,5,62.24,1030,12,NE,50,0,0
25348,2014,11,18,21,3,57,67,61,5,66.49,1030,11,NE,53,0,0
25349,2014,11,18,22,3,52,54,54,5,66.49,1030,11,NE,56,0,0
25350,2014,11,18,23,3,44,47,49,5,66.49,1029,11,NE,58,0,0
25351,2014,11,19,0,3,43,49,,5,76.01,1029,9,NE,60,0,0
25352,2014,11,19,1,3,39,43,51,5,76.01,1029,9,NE,62,0,0
25353,2014,11,19,2,3,38,51,43,5,71.07,1029,10,NE,63,0,0
25354,2014,11,19,3,3,37,42,41,6,76.18,1028,10,NE,64,0,0
25355,2014,11,19,4,3,40,39,39,6,71.27,1028,11,NE,66,0,0
25356,2014,11,19,5,3,38,36,39,6,76.18,1028,10,NE,69,0,0
25357,2014,11,19,6,3,31,31,36,5,71.07,1028,10,NE,71,0,0
25358,2014,11,19,7,3,29,39,37,6,81.48,1028,9,cv,0,0,0
25359,2014,11,19,8,3,32,37,35,7,66.93,1028,13,NE,2,0,0
25360,2014,11,19,9,3,33,28,33,6,54.88,1028,15,NE,5,0,0
25361,2014,11,19,10,3,30,28,31,5,48.03,1028,16,NE,11,0,0
25362,2014,11,19,11,3,29,27,32,5,45.07,1027,17,NE,15,0,0
25363,2014,11,19,12,3,30,24,30,6,48.31,1026,17,SE,4,0,0
25364,2014,11,19,13,3,31,32,33,4,42.02,1025,17,SE,7,0,0
25365,2014,11,19,14,3,31,38,36,5,45.07,1024,17,SE,11,0,0
25366,2014,11,19,15,3,32,38,35,6,51.48,1024,16,SE,15,0,0
25367,2014,11,19,16,3,28,32,34,6,51.48,1024,16,SE,20,0,0
25368,2014,11,19,17,3,29,29,30,6,54.88,1024,15,SE,24,0,0
25369,2014,11,19,18,3,27,32,33,6,58.54,1024,14,SE,28,0,0
25370,2014,11,19,19,3,28,45,40,7,58.79,1024,15,SE,32,0,0
25371,2014,11,19,20,3,29,40,39,7,58.79,1024,15,SE,36,0,0
25372,2014,11,19,21,3,30,42,37,7,62.71,1024,14,SE,39,0,0
25373,2014,11,19,22,3,27,27,30,7,62.71,1024,14,SE,42,0,0
25374,2014,11,19,23,3,21,32,30,7,62.71,1024,14,SE,44,0,0
25375,2014,11,20,0,3,,32,31,7,66.93,1024,13,SE,46,0,0
25376,2014,11,20,1,3,21,29,33,7,71.47,1023,12,SE,47,0,0
25377,2014,11,20,2,3,20,28,32,7,76.35,1023,11,SE,48,0,0
25378,2014,11,20,3,3,19,30,24,8,76.52,1023,12,SE,50,0,0
25379,2014,11,20,4,3,19,30,26,8,76.52,1023,12,SE,52,0,0
25380,2014,11,20,5,3,19,29,28,7,76.35,1023,11,SE,53,0,0
25381,2014,11,20,6,3,22,35,36,7,81.61,1023,10,cv,0,0,0
25382,2014,11,20,7,3,23,28,45,9,81.88,1023,12,SE,2,0,0
25383,2014,11,20,8,3,23,35,35,10,72.04,1023,15,SE,5,0,0
25384,2014,11,20,9,3,28,21,34,10,67.57,1024,16,SE,9,0,0
25385,2014,11,20,10,3,26,31,30,10,59.54,1023,18,SE,14,0,0
25386,2014,11,20,11,3,30,31,28,10,59.54,1023,18,SE,19,0,0
25387,2014,11,20,12,3,26,32,23,9,49.15,1022,20,SW,3,0,0
25388,2014,11,20,13,3,28,28,26,9,49.15,1021,20,SW,7,0,0
25389,2014,11,20,14,3,30,29,27,9,52.3,1021,19,SE,4,0,0
25390,2014,11,20,15,3,28,34,28,9,52.3,1021,19,SE,7,0,0
25391,2014,11,20,16,3,28,34,29,9,55.67,1021,18,SE,11,0,0
25392,2014,11,20,17,3,34,32,33,9,59.29,1021,17,SE,15,0,0
25393,2014,11,20,18,3,37,49,43,9,59.29,1021,17,SE,19,0,0
25394,2014,11,20,19,3,42,57,49,10,67.57,1022,16,SE,23,0,0
25395,2014,11,20,20,3,46,48,49,10,72.04,1022,15,SE,27,0,0
25396,2014,11,20,21,3,41,50,52,10,72.04,1022,15,SE,31,0,0
25397,2014,11,20,22,3,38,43,50,11,77.01,1022,15,SE,34,0,0
25398,2014,11,20,23,3,36,32,46,11,77.01,1022,15,SE,38,0,0
25399,2014,11,21,0,3,32,27,,11,82.14,1021,14,SE,41,0,0
25400,2014,11,21,1,3,30,31,41,11,87.66,1021,13,SE,44,0,0
25401,2014,11,21,2,3,32,35,39,11,87.66,1020,13,SE,47,0,0
25402,2014,11,21,3,3,29,40,35,11,82.14,1020,14,SE,50,0,0
25403,2014,11,21,4,3,31,33,36,11,87.66,1020,13,SE,51,0,0
25404,2014,11,21,5,3,31,28,38,11,93.6,1020,12,cv,0,0,0
25405,2014,11,21,6,3,34,32,38,9,93.5,1020,10,SE,1,0,0
25406,2014,11,21,7,3,41,39,44,12,93.65,1021,13,SE,3,0,0
25407,2014,11,21,8,3,44,49,50,13,82.4,1021,16,SE,6,0,0
25408,2014,11,21,9,3,,37,61,13,77.32,1021,17,SE,11,0,0
25409,2014,11,21,10,3,47,40,53,12,63.87,1021,19,SE,16,0,0
25410,2014,11,21,11,3,53,39,50,11,56.19,1020,20,SW,4,0,0
25411,2014,11,21,12,3,45,38,36,12,56.44,1019,21,SE,5,,
25412,2014,11,21,13,3,33,32,30,11,49.7,1019,22,SW,5,0,0
25413,2014,11,21,14,3,31,27,25,12,53.1,1018,22,SW,10,0,0
25414,2014,11,21,15,3,32,26,30,12,56.44,1018,21,SW,13,0,0
25415,2014,11,21,16,3,31,31,29,11,52.83,1018,21,SW,16,0,0
25416,2014,11,21,17,3,33,34,37,12,60.03,1018,20,SE,4,0,0
25417,2014,11,21,18,3,44,49,43,13,68.2,1019,19,SE,5,0,0
25418,2014,11,21,19,3,53,54,56,14,77.48,1020,18,SE,7,0,0
25419,2014,11,21,20,3,51,59,59,14,77.48,1020,18,SE,9,0,0
25420,2014,11,21,21,3,51,56,64,15,82.65,1020,18,NE,1,0,0
25421,2014,11,21,22,3,44,48,55,15,88.02,1020,17,SE,3,0,0
25422,2014,11,21,23,3,39,41,52,15,88.02,1020,17,SE,6,0,0
25423,2014,11,22,0,3,,38,48,15,93.8,1021,16,cv,0,0,0
25424,2014,11,22,1,3,39,51,50,15,93.8,1021,16,cv,0,0,0
25425,2014,11,22,2,3,49,49,52,14,93.75,1020,15,cv,0,0,0
25426,2014,11,22,3,3,49,50,52,15,100,1020,15,NW,1,0,0
25427,2014,11,22,4,3,,52,47,14,93.75,1020,15,NE,1,0,0
25428,2014,11,22,5,3,46,44,51,14,93.75,1020,15,SE,1,0,0
25429,2014,11,22,6,3,51,44,50,15,93.8,1020,16,cv,0,0,0
25430,2014,11,22,7,3,55,56,57,14,93.75,1020,15,SE,1,0,0
25431,2014,11,22,8,3,65,76,68,16,93.84,1021,17,cv,1,0,0
25432,2014,11,22,9,3,82,89,93,16,93.84,1021,17,cv,2,0,0
25433,2014,11,22,10,3,95,94,149,17,100,1022,17,SE,1,0,0
25434,2014,11,22,11,3,94,84,169,17,88.2,1021,19,NW,2,0,0
25435,2014,11,22,12,3,96,97,140,16,73.14,1020,21,SW,1,0,0
25436,2014,11,22,13,3,101,84,115,16,68.81,1019,22,NW,2,0,0
25437,2014,11,22,14,3,134,119,126,16,64.76,1019,23,cv,2,0,0
25438,2014,11,22,15,3,119,106,139,16,73.14,1019,21,NE,4,0,0
25439,2014,11,22,16,3,104,96,113,16,77.79,1019,20,NE,8,0,0
25440,2014,11,22,17,3,96,96,101,16,77.79,1020,20,NE,12,0,0
25441,2014,11,22,18,3,90,63,92,16,82.77,1020,19,NE,14,0,0
25442,2014,11,22,19,3,69,58,67,16,82.77,1020,19,NE,17,0,0
25443,2014,11,22,20,3,61,60,57,16,88.11,1021,18,NE,19,0,0
25444,2014,11,22,21,3,55,57,60,16,88.11,1021,18,NE,22,0,0
25445,2014,11,22,22,3,,49,53,16,88.11,1022,18,NE,25,0,0
25446,2014,11,22,23,3,59,54,51,16,93.84,1022,17,NE,27,0,0
25447,2014,11,23,0,3,56,53,,16,93.84,1021,17,NE,29,0,0
25448,2014,11,23,1,3,50,47,49,16,93.84,1021,17,NE,31,0,0
25449,2014,11,23,2,3,45,49,49,16,93.84,1021,17,NE,32,0,0
25450,2014,11,23,3,3,43,45,47,15,93.8,1021,16,cv,1,0,0
25451,2014,11,23,4,3,41,39,41,16,93.84,1020,17,NE,2,0,0
25452,2014,11,23,5,3,39,37,39,16,93.84,1020,17,NE,5,0,0
25453,2014,11,23,6,3,36,35,42,16,93.84,1021,17,NE,8,0,0
25454,2014,11,23,7,3,32,38,42,16,93.84,1021,17,SE,2,0,0
25455,2014,11,23,8,3,35,44,47,17,93.89,1021,18,SE,5,0,0
25456,2014,11,23,9,3,38,40,46,17,88.2,1021,19,SE,8,0,0
25457,2014,11,23,10,3,40,38,42,17,88.2,1021,19,SE,11,0,0
25458,2014,11,23,11,3,37,32,31,17,77.94,1020,21,SE,17,,
25459,2014,11,23,12,3,25,22,24,17,73.32,1019,22,SE,23,,
25460,2014,11,23,13,3,24,,22,17,73.32,1018,22,SE,28,,
25461,2014,11,23,14,3,26,,29,17,69.01,1017,23,SE,34,,
25462,2014,11,23,15,3,26,,28,17,73.32,1017,22,SE,39,,
25463,2014,11,23,16,3,31,,25,17,73.32,1017,22,SE,43,,
25464,2014,11,23,17,3,29,,24,17,77.94,1017,21,SE,47,,
25465,2014,11,23,18,3,32,,33,17,82.89,1018,20,SE,51,,
25466,2014,11,23,19,3,38,,36,17,82.89,1018,20,SE,55,,
25467,2014,11,23,20,3,48,,36,17,88.2,1017,19,SE,60,,
25468,2014,11,23,21,3,37,,34,17,88.2,1017,19,SE,64,,
25469,2014,11,23,22,3,33,,29,17,88.2,1017,19,SE,68,,
25470,2014,11,23,23,3,35,,26,18,93.94,1017,19,SE,72,0,0
25471,2014,11,24,0,3,,,28,18,93.94,1017,19,SE,76,0,0
25472,2014,11,24,1,3,37,,27,18,93.94,1017,19,SE,80,0,0
25473,2014,11,24,2,3,31,,32,17,93.89,1016,18,SE,83,0,0
25474,2014,11,24,3,3,30,,34,17,93.89,1016,18,SE,86,0,0
25475,2014,11,24,4,3,29,,33,17,93.89,1015,18,SE,89,0,0
25476,2014,11,24,5,3,30,,30,17,93.89,1015,18,SE,91,0,0
25477,2014,11,24,6,3,30,,33,17,93.89,1015,18,SE,94,,
25478,2014,11,24,7,3,36,35,33,17,93.89,1015,18,SE,97,,
25479,2014,11,24,8,3,42,40,39,17,88.2,1015,19,SW,3,,
25480,2014,11,24,9,3,44,33,35,17,77.94,1015,21,SW,5,,
25481,2014,11,24,10,3,40,27,30,17,77.94,1015,21,NW,2,0.4,0.4
25482,2014,11,24,11,3,38,36,30,17,82.89,1015,20,NW,4,1.4,1.8
25483,2014,11,24,12,3,63,58,50,18,93.94,1014,19,NW,6,2.5,4.3
25484,2014,11,24,13,3,79,68,69,18,93.94,1013,19,NW,11,0.7,5
25485,2014,11,24,14,3,54,27,63,16,88.11,1013,18,NW,17,0.6,5.6
25486,2014,11,24,15,3,21,24,,16,93.84,1013,17,NW,22,1.2,6.8
25487,2014,11,24,16,3,15,19,24,15,93.8,1014,16,NW,28,0.1,6.9
25488,2014,11,24,17,3,14,28,21,14,87.93,1015,16,NE,7,0,0
25489,2014,11,24,18,3,17,12,17,13,87.84,1016,15,NE,16,0,0
25490,2014,11,24,19,3,13,13,16,13,87.84,1017,15,NE,24,0,0
25491,2014,11,24,20,3,13,22,16,12,87.75,1018,14,NE,33,0,0
25492,2014,11,24,21,3,15,20,13,12,87.75,1018,14,NE,41,0,0
25493,2014,11,24,22,3,17,16,15,12,87.75,1018,14,NE,47,0,0
25494,2014,11,24,23,3,18,27,15,12,87.75,1018,14,NE,53,0,0
25495,2014,11,25,0,3,22,30,,12,87.75,1018,14,NE,58,0,0
25496,2014,11,25,1,3,28,37,24,11,82.14,1018,14,NE,63,0,0
25497,2014,11,25,2,3,29,31,32,11,82.14,1017,14,NE,67,0,0
25498,2014,11,25,3,3,30,38,34,11,82.14,1017,14,NE,71,0.6,0.6
25499,2014,11,25,4,3,36,39,32,11,87.66,1017,13,NE,75,1.5,2.1
25500,2014,11,25,5,3,38,39,30,11,87.66,1017,13,NE,79,1.3,3.4
25501,2014,11,25,6,3,38,36,34,11,87.66,1017,13,NE,81,0.1,3.5
25502,2014,11,25,7,3,35,44,34,11,87.66,1018,13,NE,86,0.1,3.6
25503,2014,11,25,8,3,36,36,36,10,82.01,1018,13,NE,91,0,0
25504,2014,11,25,9,3,29,35,32,10,76.84,1018,14,NE,95,0.8,0.8
25505,2014,11,25,10,3,32,39,31,10,82.01,1019,13,NE,100,1.5,2.3
25506,2014,11,25,11,3,35,35,29,10,82.01,1018,13,NE,104,0.4,2.7
25507,2014,11,25,12,3,32,36,32,10,82.01,1017,13,NE,108,0.6,3.3
25508,2014,11,25,13,3,31,36,28,11,87.66,1017,13,NE,112,0.4,3.7
25509,2014,11,25,14,3,24,24,25,10,82.01,1016,13,NE,117,0,0
25510,2014,11,25,15,3,20,24,21,9,76.68,1017,13,NE,122,0,0
25511,2014,11,25,16,3,24,33,20,9,76.68,1017,13,NE,127,0,0
25512,2014,11,25,17,3,26,32,17,9,81.88,1017,12,NE,132,0,0
25513,2014,11,25,18,3,22,25,24,9,81.88,1017,12,NE,136,0,0
25514,2014,11,25,19,3,24,35,23,9,81.88,1017,12,NE,140,0,0
25515,2014,11,25,20,3,21,26,26,9,81.88,1018,12,NE,143,0,0
25516,2014,11,25,21,3,26,31,24,9,81.88,1018,12,NE,145,0,0
25517,2014,11,25,22,3,28,27,23,9,81.88,1018,12,NW,3,0,0
25518,2014,11,25,23,3,32,34,24,9,81.88,1018,12,NW,6,0,0
25519,2014,11,26,0,3,,37,29,9,81.88,1018,12,NW,9,0,0
25520,2014,11,26,1,3,37,45,29,9,81.88,1018,12,NW,13,0,0
25521,2014,11,26,2,3,40,35,31,8,76.52,1018,12,NW,16,0,0
25522,2014,11,26,3,3,37,42,30,8,76.52,1018,12,NW,19,0,0
25523,2014,11,26,4,3,40,44,36,8,76.52,1018,12,NW,22,0,0
25524,2014,11,26,5,3,43,37,40,8,81.75,1018,11,NW,25,0,0
25525,2014,11,26,6,3,42,36,34,7,81.61,1019,10,NW,28,0,0
25526,2014,11,26,7,3,40,43,41,7,81.61,1020,10,NW,31,0,0
25527,2014,11,26,8,3,38,36,33,8,76.52,1020,12,NE,2,0,0
25528,2014,11,26,9,3,37,43,,7,62.71,1021,14,NE,5,0,0
25529,2014,11,26,10,3,39,58,35,7,58.79,1021,15,NE,8,0,0
25530,2014,11,26,11,3,48,,16,6,51.48,1020,16,NE,11,0,0
25531,2014,11,26,12,3,56,50,41,7,51.75,1019,17,NE,13,0,0
25532,2014,11,26,13,3,56,56,50,7,51.75,1018,17,cv,2,0,0
25533,2014,11,26,14,3,52,52,52,6,48.31,1018,17,cv,3,0,0
25534,2014,11,26,15,3,55,61,50,6,48.31,1018,17,cv,4,0,0
25535,2014,11,26,16,3,62,57,54,6,51.48,1019,16,cv,6,0,0
